PostalCode,ListingID,Longitude,Latitude,ListDate,SoldPrice,PendingDate,List_year,List_month
30305,55245824.0,-84.399806,33.835337,28-Aug-2015 00:00:00,1750000.0,22-Sep-2015 00:00:00,2015.0,8.0
30305,55567220.0,-84.366016,33.833544,31-Aug-2015 00:00:00,1300000.0,06-Nov-2015 00:00:00,2015.0,8.0
30305,55572254.0,-84.392746,33.846531,31-Aug-2015 00:00:00,1400000.0,22-Sep-2015 00:00:00,2015.0,8.0
30305,55576267.0,-84.3746309,33.846768,31-Aug-2015 00:00:00,402000.0,20-Oct-2015 00:00:00,2015.0,8.0
30305,55576775.0,-84.3886151,33.8440356,31-Aug-2015 00:00:00,1400000.0,22-Sep-2015 00:00:00,2015.0,8.0
30305,55632289.0,-84.3818862,33.8288727,01-Sep-2015 00:00:00,627200.0,05-Sep-2015 00:00:00,2015.0,9.0
30305,55678992.0,-84.3705219,33.830718,03-Sep-2015 00:00:00,865000.0,17-Oct-2015 00:00:00,2015.0,9.0
30305,55679185.0,-84.3705219,33.830718,03-Sep-2015 00:00:00,865000.0,17-Oct-2015 00:00:00,2015.0,9.0
30305,55792450.0,-84.376986,33.845704,08-Sep-2015 00:00:00,500000.0,11-Sep-2015 00:00:00,2015.0,9.0
30305,55849408.0,-84.3823351,33.8323352,10-Sep-2015 00:00:00,255000.0,23-Sep-2015 00:00:00,2015.0,9.0
30305,55852591.0,-84.383711,33.815582,09-Sep-2015 00:00:00,775000.0,22-Nov-2015 00:00:00,2015.0,9.0
30305,55855344.0,-84.383659,33.816406,10-Sep-2015 00:00:00,652000.0,11-Sep-2015 00:00:00,2015.0,9.0
30305,55876321.0,-84.366016,33.833544,09-Sep-2015 00:00:00,1300000.0,06-Nov-2015 00:00:00,2015.0,9.0
30305,55883596.0,-84.382026,33.827506,11-Sep-2015 00:00:00,1585000.0,17-Apr-2016 00:00:00,2015.0,9.0
30305,55884098.0,-84.383659,33.816406,10-Sep-2015 00:00:00,652000.0,11-Sep-2015 00:00:00,2015.0,9.0
30305,55892961.0,-84.382026,33.827506,11-Sep-2015 00:00:00,1585000.0,17-Apr-2016 00:00:00,2015.0,9.0
30305,55946794.0,-84.3626,33.836612,14-Sep-2015 00:00:00,570000.0,14-Oct-2015 00:00:00,2015.0,9.0
30305,55947457.0,-84.3626,33.836612,14-Sep-2015 00:00:00,570000.0,14-Oct-2015 00:00:00,2015.0,9.0
30305,55953100.0,-84.391081,33.832628,14-Sep-2015 00:00:00,2410900.0,18-Sep-2015 00:00:00,2015.0,9.0
30305,56037853.0,-84.392797,33.826673,17-Sep-2015 00:00:00,2005000.0,26-Oct-2015 00:00:00,2015.0,9.0
30305,56038226.0,-84.392797,33.826673,17-Sep-2015 00:00:00,2005000.0,26-Oct-2015 00:00:00,2015.0,9.0
30305,56046341.0,-84.377798,33.82102,17-Sep-2015 00:00:00,471000.0,17-Oct-2015 00:00:00,2015.0,9.0
30305,56047212.0,-84.377798,33.82102,17-Sep-2015 00:00:00,471000.0,17-Oct-2015 00:00:00,2015.0,9.0
30305,56073442.0,-84.398931,33.835034,17-Sep-2015 00:00:00,1175000.0,05-Jan-2016 00:00:00,2015.0,9.0
30305,56140845.0,-84.3839452,33.8326725,18-Sep-2015 00:00:00,124000.0,23-Sep-2015 00:00:00,2015.0,9.0
30305,56146657.0,-84.380311,33.8210369,18-Sep-2015 00:00:00,620000.0,20-Sep-2015 00:00:00,2015.0,9.0
30305,56147643.0,-84.380311,33.8210369,18-Sep-2015 00:00:00,620000.0,19-Sep-2015 00:00:00,2015.0,9.0
30305,56183477.0,-84.3822691,33.851962,20-Sep-2015 00:00:00,427500.0,07-Feb-2016 00:00:00,2015.0,9.0
30305,56230907.0,-84.380645,33.820442,22-Sep-2015 00:00:00,450000.0,07-Oct-2015 00:00:00,2015.0,9.0
30305,56231409.0,-84.380645,33.820442,22-Sep-2015 00:00:00,450000.0,07-Oct-2015 00:00:00,2015.0,9.0
30305,56280561.0,-84.371838,33.829716,24-Sep-2015 00:00:00,867270.0,26-Feb-2016 00:00:00,2015.0,9.0
30305,56283244.0,-84.402446,33.820465,23-Sep-2015 00:00:00,1625000.0,24-Sep-2015 00:00:00,2015.0,9.0
30305,56290342.0,-84.36756,33.840936,24-Sep-2015 00:00:00,1395000.0,06-Oct-2015 00:00:00,2015.0,9.0
30305,56290898.0,-84.36756,33.840936,24-Sep-2015 00:00:00,1395000.0,02-Oct-2015 00:00:00,2015.0,9.0
30305,56298160.0,-84.392137,33.820469,24-Sep-2015 00:00:00,875000.0,18-May-2016 00:00:00,2015.0,9.0
30305,56327129.0,-84.391782,33.82609,25-Sep-2015 00:00:00,1630000.0,29-Sep-2015 00:00:00,2015.0,9.0
30305,56327693.0,-84.391782,33.82609,25-Sep-2015 00:00:00,1630000.0,29-Sep-2015 00:00:00,2015.0,9.0
30305,56367953.0,-84.4048135,33.8218019,28-Sep-2015 00:00:00,1120000.0,18-Feb-2016 00:00:00,2015.0,9.0
30305,56373703.0,-84.402446,33.820465,23-Sep-2015 00:00:00,1625000.0,28-Sep-2015 00:00:00,2015.0,9.0
30305,56375960.0,-84.364524,33.841344,25-Sep-2015 00:00:00,1420000.0,10-Nov-2015 00:00:00,2015.0,9.0
30305,56379137.0,-84.370415,33.828258,24-Sep-2015 00:00:00,798500.0,04-Jan-2016 00:00:00,2015.0,9.0
30305,56379760.0,-84.364524,33.841344,25-Sep-2015 00:00:00,1420000.0,10-Nov-2015 00:00:00,2015.0,9.0
